timestamp_utc,t_seconds,target_lambda,phase,phase_index
2026-06-24T02:39:07Z,545,128.0,hold,2
2026-06-24T02:39:12Z,550,128.0,hold,2
2026-06-24T02:39:17Z,555,128.0,hold,2
2026-06-24T02:39:22Z,560,128.0,hold,2
2026-06-24T02:39:27Z,565,128.0,hold,2
2026-06-24T02:39:32Z,570,128.0,hold,2
2026-06-24T02:39:37Z,575,128.0,hold,2
2026-06-24T02:39:42Z,580,128.0,hold,2
2026-06-24T02:39:47Z,585,128.0,hold,2
2026-06-24T02:39:52Z,590,128.0,hold,2
2026-06-24T02:39:57Z,595,128.0,hold,2
2026-06-24T02:40:02Z,600,128.0,hold,2
2026-06-24T02:40:07Z,605,128.0,hold,2
2026-06-24T02:40:12Z,610,128.0,hold,2
2026-06-24T02:40:17Z,615,128.0,hold,2
2026-06-24T02:40:22Z,620,128.0,hold,2
2026-06-24T02:40:27Z,625,128.0,hold,2
2026-06-24T02:40:32Z,630,128.0,hold,2
