controller,profile_id,case_id,time_step,target_throughput,current_throughput,error,current_replicas,desired_replicas,safe_replicas,applied_replica_delta,raw_control_signal,clipped_control_signal,constraint_violation,next_throughput
reference_p_only_v0.14.3,conservative_profile,conservative_step_down,21,80.0,79.59147059377798,0.4085294062220157,3,3,3,0,0.1429852921777055,0.1429852921777055,0,87.75488235626679
reference_p_only_v0.14.3,conservative_profile,conservative_step_down,22,80.0,87.75488235626679,-7.754882356266791,3,1,1,-2,-2.7142088246933764,-2.0,0,65.9862627470934
reference_p_only_v0.14.3,conservative_profile,conservative_step_down,23,80.0,65.9862627470934,14.013737252906594,1,3,3,2,4.904808038517308,2.0,0,79.59175764825605
reference_p_only_v0.14.3,conservative_profile,conservative_step_down,24,80.0,79.59175764825605,0.40824235174395085,3,3,3,0,0.14288482311038278,0.14288482311038278,0,87.75505458895363
reference_p_only_v0.14.3,conservative_profile,conservative_step_down,25,80.0,87.75505458895363,-7.755054588953627,3,1,1,-2,-2.714269106133769,-2.0,0,65.98636608670552
reference_p_only_v0.14.3,conservative_profile,conservative_step_down,26,80.0,65.98636608670552,14.013633913294484,1,3,3,2,4.904771869653069,2.0,0,79.5918196520233
reference_p_only_v0.14.3,conservative_profile,conservative_step_down,27,80.0,79.5918196520233,0.4081803479766961,3,3,3,0,0.14286312179184363,0.14286312179184363,0,87.75509179121397
reference_p_only_v0.14.3,conservative_profile,conservative_step_down,28,80.0,87.75509179121397,-7.755091791213971,3,1,1,-2,-2.7142821269248896,-2.0,0,65.98638840806171
reference_p_only_v0.14.3,conservative_profile,conservative_step_down,29,80.0,65.98638840806171,14.013611591938286,1,3,3,2,4.9047640571784,2.0,0,79.59183304483702
reference_p_only_v0.14.3,conservative_profile,conservative_step_down,30,80.0,79.59183304483702,0.40816695516298296,3,3,3,0,0.14285843430704404,0.14285843430704404,0,87.75509982690221
reference_p_only_v0.14.3,conservative_profile,conservative_step_down,31,80.0,87.75509982690221,-7.75509982690221,3,1,1,-2,-2.7142849394157733,-2.0,0,65.98639322947466
reference_p_only_v0.14.3,conservative_profile,conservative_step_down,32,80.0,65.98639322947466,14.013606770525342,1,3,3,2,4.904762369683869,2.0,0,79.59183593768479
reference_p_only_v0.14.3,conservative_profile,conservative_step_down,33,80.0,79.59183593768479,0.4081640623152083,3,3,3,0,0.1428574218103229,0.1428574218103229,0,87.75510156261088
reference_p_only_v0.14.3,conservative_profile,conservative_step_down,34,80.0,87.75510156261088,-7.755101562610875,3,1,1,-2,-2.714285546913806,-2.0,0,65.98639427089986
reference_p_only_v0.14.3,conservative_profile,conservative_step_down,35,80.0,65.98639427089986,14.013605729100135,1,3,3,2,4.904762005185047,2.0,0,79.59183656253992
reference_p_only_v0.14.3,conservative_profile,conservative_step_down,36,80.0,79.59183656253992,0.40816343746007533,3,3,3,0,0.14285720311102634,0.14285720311102634,0,87.75510193752396
reference_p_only_v0.14.3,conservative_profile,conservative_step_down,37,80.0,87.75510193752396,-7.7551019375239605,3,1,1,-2,-2.714285678133386,-2.0,0,65.98639449584772
reference_p_only_v0.14.3,conservative_profile,conservative_step_down,38,80.0,65.98639449584772,14.013605504152281,1,3,3,2,4.904761926453298,2.0,0,79.59183669750863
reference_p_only_v0.14.3,conservative_profile,conservative_step_down,39,80.0,79.59183669750863,0.4081633024913742,3,3,3,0,0.14285715587198097,0.14285715587198097,0,87.75510201850517
reference_p_only_v0.14.3,conservative_profile,conservative_step_down,40,80.0,87.75510201850517,-7.75510201850517,3,1,1,-2,-2.7142857064768093,-2.0,0,65.98639454443644
reference_p_only_v0.14.3,conservative_profile,conservative_step_down,41,80.0,65.98639454443644,14.013605455563564,1,3,3,2,4.904761909447247,2.0,0,79.59183672666185
